date,btc_adj_close,btc_volume,eth_adj_close,eth_volume,sp500_adj_close,sp500_volume,vti_adj_close,vti_volume,agg_adj_close,agg_volume,tlt_adj_close,tlt_volume
2018-06-15,6456.580078125,3955389952.0,491.0039978027344,1808269952.0,2779.659912109375,5451990000,127.18580627441406,3328300,84.49081420898438,2361800,96.44120788574219,7992800
2018-06-18,6734.81982421875,4039200000.0,518.8909912109375,1513869952.0,2773.75,3316120000,127.04463195800781,1603500,84.50676727294922,2359300,96.35309600830078,4893700
2018-06-19,6769.93994140625,4057029888.0,537.9569702148438,1726569984.0,2762.590087890625,3671160000,126.62110900878906,1962500,84.59455871582031,2184200,96.91390228271484,6133300
2018-06-20,6776.5498046875,3888640000.0,536.2680053710938,1596290048.0,2767.320068359375,3332140000,126.91230010986328,1468400,84.43496704101562,2403700,96.06470489501953,6879100
2018-06-21,6729.740234375,3529129984.0,527.3670043945312,1462070016.0,2749.760009765625,3336580000,126.03878021240234,1881300,84.45887756347656,2895500,96.56942749023438,7235800
2018-06-22,6083.68994140625,5079810048.0,465.8169860839844,2226030080.0,2754.8798828125,5468110000,126.21863555908203,1226300,84.5387191772461,1846000,96.56141662597656,4082500
2018-06-25,6249.18017578125,5500810240.0,460.30999755859375,4007950080.0,2717.070068359375,3663280000,124.4465103149414,4347700,84.49081420898438,5522900,96.77769470214844,8363700
2018-06-26,6093.669921875,3279759872.0,432.7720031738281,1356560000.0,2723.06005859375,3568900000,124.73001861572266,2085300,84.6264877319336,2665200,96.91390228271484,5450000
2018-06-27,6157.1298828125,3296219904.0,442.364990234375,1368940032.0,2699.6298828125,3803990000,123.56936645507812,2958800,84.77811431884766,3001300,97.82718658447266,8173400
2018-06-28,5903.43994140625,3467800064.0,422.364990234375,1360790016.0,2716.31005859375,3461100000,124.34020233154297,2490500,84.77013397216797,1798900,97.85121154785156,7109500
2018-06-29,6218.2998046875,3966230016.0,436.0090026855469,1564499968.0,2718.3701171875,3586800000,124.42878723144531,1834000,84.84196472167969,7117300,97.51473999023438,11164700
